State,Years,Male_P_Bach,Female_P_Bach,Race
Colorado,2022,19.40%,23.80%,Hispanic or Latino Origin
Colorado,2021,20.30%,22.60%,Hispanic or Latino Origin
Colorado,2020,16.00%,18.60%,Hispanic or Latino Origin
Colorado,2019,17.00%,20.00%,Hispanic or Latino Origin
Colorado,2018,15.30%,18.40%,Hispanic or Latino Origin
Colorado,2017,14.90%,17.30%,Hispanic or Latino Origin
Colorado,2016,14.00%,17.40%,Hispanic or Latino Origin
Colorado,2015,12.90%,15.60%,Hispanic or Latino Origin
Connecticut,2022,18.40%,22.20%,Hispanic or Latino Origin
Connecticut,2021,17.20%,24.30%,Hispanic or Latino Origin
Connecticut,2020,15.60%,19.70%,Hispanic or Latino Origin
Connecticut,2019,16.50%,19.10%,Hispanic or Latino Origin
Connecticut,2018,16.10%,18.70%,Hispanic or Latino Origin
Connecticut,2017,13.80%,18.10%,Hispanic or Latino Origin
Connecticut,2016,15.80%,19.90%,Hispanic or Latino Origin
Connecticut,2015,13.70%,18.40%,Hispanic or Latino Origin
Delaware,2022,20.50%,24.20%,Hispanic or Latino Origin
Delaware,2021,16.90%,20.60%,Hispanic or Latino Origin
Delaware,2020,15.90%,18.70%,Hispanic or Latino Origin
Delaware,2019,8.90%,19.40%,Hispanic or Latino Origin
Delaware,2018,15.30%,17.90%,Hispanic or Latino Origin
Delaware,2017,8.50%,13.30%,Hispanic or Latino Origin
Delaware,2016,12.60%,19.90%,Hispanic or Latino Origin
Delaware,2015,9.60%,18.50%,Hispanic or Latino Origin
Florida,2022,65.00%,66.50%,Hispanic or Latino Origin
Florida,2021,59.70%,55.00%,Hispanic or Latino Origin
Florida,2020,46.00%,49.20%,Hispanic or Latino Origin
Florida,2019,53.30%,50.60%,Hispanic or Latino Origin
Florida,2018,55.90%,55.00%,Hispanic or Latino Origin
Florida,2017,38.40%,49.00%,Hispanic or Latino Origin
Florida,2016,39.50%,43.70%,Hispanic or Latino Origin
Florida,2015,41.80%,46.90%,Hispanic or Latino Origin
Georgia,2022,26.90%,30.80%,Hispanic or Latino Origin
Georgia,2021,25.80%,29.20%,Hispanic or Latino Origin
Georgia,2020,24.00%,27.40%,Hispanic or Latino Origin
Georgia,2019,23.60%,27.70%,Hispanic or Latino Origin
Georgia,2018,24.00%,26.90%,Hispanic or Latino Origin
Georgia,2017,22.60%,25.50%,Hispanic or Latino Origin
Georgia,2016,21.20%,24.50%,Hispanic or Latino Origin
Georgia,2015,21.50%,24.00%,Hispanic or Latino Origin
Hawaii,2022,20.10%,23.10%,Hispanic or Latino Origin
Hawaii,2021,20.80%,24.80%,Hispanic or Latino Origin
Hawaii,2020,16.60%,21.60%,Hispanic or Latino Origin
Hawaii,2019,16.60%,21.90%,Hispanic or Latino Origin
Hawaii,2018,15.50%,20.60%,Hispanic or Latino Origin
Hawaii,2017,15.40%,18.30%,Hispanic or Latino Origin
Hawaii,2016,14.40%,19.50%,Hispanic or Latino Origin
Hawaii,2015,15.00%,17.30%,Hispanic or Latino Origin
Idaho,2022,23.50%,30.20%,Hispanic or Latino Origin
Idaho,2021,22.50%,29.70%,Hispanic or Latino Origin
Idaho,2020,20.90%,26.10%,Hispanic or Latino Origin
Idaho,2019,21.40%,24.60%,Hispanic or Latino Origin
Idaho,2018,23.80%,32.20%,Hispanic or Latino Origin
Idaho,2017,18.10%,22.50%,Hispanic or Latino Origin
Idaho,2016,13.40%,20.00%,Hispanic or Latino Origin
Idaho,2015,20.20%,22.40%,Hispanic or Latino Origin
Illinois,2022,12.90%,16.70%,Hispanic or Latino Origin
Illinois,2021,10.50%,18.90%,Hispanic or Latino Origin
Illinois,2020,11.20%,13.50%,Hispanic or Latino Origin
Illinois,2019,11.00%,14.50%,Hispanic or Latino Origin
Illinois,2018,9.30%,10.20%,Hispanic or Latino Origin
Illinois,2017,9.20%,10.60%,Hispanic or Latino Origin
Illinois,2016,9.90%,8.40%,Hispanic or Latino Origin
Illinois,2015,7.20%,9.10%,Hispanic or Latino Origin
Indiana,2022,17.50%,21.10%,Hispanic or Latino Origin
Indiana,2021,16.50%,20.00%,Hispanic or Latino Origin
Indiana,2020,14.10%,18.10%,Hispanic or Latino Origin
Indiana,2019,15.10%,18.50%,Hispanic or Latino Origin
Indiana,2018,13.10%,16.90%,Hispanic or Latino Origin
Indiana,2017,12.60%,16.00%,Hispanic or Latino Origin
Indiana,2016,11.90%,17.20%,Hispanic or Latino Origin
Indiana,2015,11.90%,15.10%,Hispanic or Latino Origin
Iowa,2022,17.30%,21.30%,Hispanic or Latino Origin
Iowa,2021,18.10%,22.30%,Hispanic or Latino Origin
Iowa,2020,14.30%,16.60%,Hispanic or Latino Origin
Iowa,2019,15.80%,15.40%,Hispanic or Latino Origin
Iowa,2018,12.40%,17.10%,Hispanic or Latino Origin
Iowa,2017,13.10%,16.10%,Hispanic or Latino Origin
Iowa,2016,13.10%,13.50%,Hispanic or Latino Origin
Iowa,2015,11.20%,12.70%,Hispanic or Latino Origin
Kansas,2022,15.60%,15.90%,Hispanic or Latino Origin
Kansas,2021,13.50%,19.90%,Hispanic or Latino Origin
Kansas,2020,13.50%,15.80%,Hispanic or Latino Origin
Kansas,2019,13.00%,14.70%,Hispanic or Latino Origin
Kansas,2018,14.00%,15.20%,Hispanic or Latino Origin
Kansas,2017,11.30%,15.20%,Hispanic or Latino Origin
Kansas,2016,11.60%,13.30%,Hispanic or Latino Origin
Kansas,2015,8.20%,13.60%,Hispanic or Latino Origin
Kentucky,2022,13.50%,17.20%,Hispanic or Latino Origin
Kentucky,2021,16.20%,18.20%,Hispanic or Latino Origin
Kentucky,2020,13.50%,15.50%,Hispanic or Latino Origin
Kentucky,2019,11.30%,17.10%,Hispanic or Latino Origin
Kentucky,2018,12.60%,14.20%,Hispanic or Latino Origin
Kentucky,2017,13.70%,13.20%,Hispanic or Latino Origin
Kentucky,2016,12.20%,15.70%,Hispanic or Latino Origin
Kentucky,2015,12.40%,13.10%,Hispanic or Latino Origin
Louisiana,2022,22.70%,27.10%,Hispanic or Latino Origin
Louisiana,2021,18.70%,21.80%,Hispanic or Latino Origin
Louisiana,2020,19.60%,22.90%,Hispanic or Latino Origin
Louisiana,2019,17.20%,22.60%,Hispanic or Latino Origin
Louisiana,2018,19.30%,20.90%,Hispanic or Latino Origin
Louisiana,2017,18.80%,24.40%,Hispanic or Latino Origin
Louisiana,2016,17.80%,24.20%,Hispanic or Latino Origin
Louisiana,2015,15.90%,20.10%,Hispanic or Latino Origin
Maine,2022,22.90%,24.40%,Hispanic or Latino Origin
Maine,2021,19.40%,27.40%,Hispanic or Latino Origin
Maine,2020,16.50%,22.00%,Hispanic or Latino Origin
Maine,2019,16.30%,18.60%,Hispanic or Latino Origin
Maine,2018,16.30%,21.70%,Hispanic or Latino Origin
Maine,2017,14.20%,17.30%,Hispanic or Latino Origin
Maine,2016,14.50%,18.60%,Hispanic or Latino Origin
Maine,2015,15.60%,20.50%,Hispanic or Latino Origin
Maryland,2022,25.60%,42.30%,Hispanic or Latino Origin
Maryland,2021,35.50%,35.50%,Hispanic or Latino Origin
Maryland,2020,29.50%,37.40%,Hispanic or Latino Origin
Maryland,2019,29.20%,45.60%,Hispanic or Latino Origin
Maryland,2018,23.70%,48.10%,Hispanic or Latino Origin
Maryland,2017,34.90%,28.40%,Hispanic or Latino Origin
Maryland,2016,27.40%,27.90%,Hispanic or Latino Origin
Maryland,2015,46.90%,41.20%,Hispanic or Latino Origin
Massachusetts,2022,22.50%,28.60%,Hispanic or Latino Origin
Massachusetts,2021,22.10%,27.30%,Hispanic or Latino Origin
Massachusetts,2020,20.70%,27.30%,Hispanic or Latino Origin
Massachusetts,2019,19.20%,24.90%,Hispanic or Latino Origin
Massachusetts,2018,21.00%,24.50%,Hispanic or Latino Origin
Massachusetts,2017,18.90%,24.50%,Hispanic or Latino Origin
Massachusetts,2016,18.30%,23.90%,Hispanic or Latino Origin
Massachusetts,2015,19.50%,23.10%,Hispanic or Latino Origin
Michigan,2022,20.90%,24.60%,Hispanic or Latino Origin
Michigan,2021,22.10%,24.10%,Hispanic or Latino Origin
Michigan,2020,18.90%,22.90%,Hispanic or Latino Origin
Michigan,2019,19.50%,22.00%,Hispanic or Latino Origin
Michigan,2018,18.90%,23.40%,Hispanic or Latino Origin
Michigan,2017,16.60%,19.80%,Hispanic or Latino Origin
Michigan,2016,16.20%,19.60%,Hispanic or Latino Origin
Michigan,2015,16.90%,18.50%,Hispanic or Latino Origin
Minnesota,2022,21.50%,25.50%,Hispanic or Latino Origin
Minnesota,2021,19.50%,25.70%,Hispanic or Latino Origin
Minnesota,2020,19.00%,22.20%,Hispanic or Latino Origin
Minnesota,2019,20.50%,22.70%,Hispanic or Latino Origin
Minnesota,2018,19.00%,20.10%,Hispanic or Latino Origin
Minnesota,2017,14.80%,19.50%,Hispanic or Latino Origin
Minnesota,2016,16.40%,18.70%,Hispanic or Latino Origin
Minnesota,2015,15.40%,18.00%,Hispanic or Latino Origin
Mississippi,2022,20.60%,25.90%,Hispanic or Latino Origin
Mississippi,2021,18.60%,26.00%,Hispanic or Latino Origin
Mississippi,2020,19.00%,21.10%,Hispanic or Latino Origin
Mississippi,2019,21.90%,23.70%,Hispanic or Latino Origin
Mississippi,2018,17.30%,19.40%,Hispanic or Latino Origin
Mississippi,2017,15.30%,18.50%,Hispanic or Latino Origin
Mississippi,2016,13.50%,17.00%,Hispanic or Latino Origin
Mississippi,2015,16.90%,18.10%,Hispanic or Latino Origin
Missouri,2022,13.60%,16.80%,Hispanic or Latino Origin
Missouri,2021,16.20%,27.50%,Hispanic or Latino Origin
Missouri,2020,14.60%,18.00%,Hispanic or Latino Origin
Missouri,2019,12.00%,11.60%,Hispanic or Latino Origin
Missouri,2018,13.50%,21.60%,Hispanic or Latino Origin
Missouri,2017,12.20%,25.40%,Hispanic or Latino Origin
Missouri,2016,9.40%,17.00%,Hispanic or Latino Origin
Missouri,2015,9.70%,16.90%,Hispanic or Latino Origin
Montana,2022,21.70%,24.50%,Hispanic or Latino Origin
Montana,2021,22.40%,23.60%,Hispanic or Latino Origin
Montana,2020,21.00%,24.20%,Hispanic or Latino Origin
Montana,2019,19.90%,26.00%,Hispanic or Latino Origin
Montana,2018,22.30%,24.40%,Hispanic or Latino Origin
Montana,2017,18.00%,22.00%,Hispanic or Latino Origin
Montana,2016,19.00%,19.90%,Hispanic or Latino Origin
Montana,2015,15.30%,22.10%,Hispanic or Latino Origin
Nebraska,2022,19.70%,26.60%,Hispanic or Latino Origin
Nebraska,2021,18.70%,20.00%,Hispanic or Latino Origin
Nebraska,2020,23.90%,23.70%,Hispanic or Latino Origin
Nebraska,2019,35.40%,19.10%,Hispanic or Latino Origin
Nebraska,2018,19.80%,29.20%,Hispanic or Latino Origin
Nebraska,2017,10.80%,26.70%,Hispanic or Latino Origin
Nebraska,2016,23.40%,24.60%,Hispanic or Latino Origin
Nebraska,2015,13.20%,17.60%,Hispanic or Latino Origin
Nevada,2022,15.10%,16.80%,Hispanic or Latino Origin
Nevada,2021,13.30%,17.70%,Hispanic or Latino Origin
Nevada,2020,12.50%,14.00%,Hispanic or Latino Origin
Nevada,2019,12.60%,14.40%,Hispanic or Latino Origin
Nevada,2018,12.80%,15.50%,Hispanic or Latino Origin
Nevada,2017,10.90%,11.00%,Hispanic or Latino Origin
Nevada,2016,10.00%,11.80%,Hispanic or Latino Origin
Nevada,2015,8.80%,11.70%,Hispanic or Latino Origin
New Hampshire,2022,10.60%,14.90%,Hispanic or Latino Origin
New Hampshire,2021,13.20%,14.10%,Hispanic or Latino Origin
New Hampshire,2020,10.20%,11.80%,Hispanic or Latino Origin
New Hampshire,2019,9.70%,11.60%,Hispanic or Latino Origin
New Hampshire,2018,11.00%,12.10%,Hispanic or Latino Origin
New Hampshire,2017,9.90%,10.80%,Hispanic or Latino Origin
New Hampshire,2016,8.10%,11.10%,Hispanic or Latino Origin
New Hampshire,2015,7.50%,9.20%,Hispanic or Latino Origin
New Jersey,2022,26.00%,28.90%,Hispanic or Latino Origin
New Jersey,2021,29.00%,31.60%,Hispanic or Latino Origin
New Jersey,2020,23.50%,26.40%,Hispanic or Latino Origin
New Jersey,2019,24.80%,25.10%,Hispanic or Latino Origin
New Jersey,2018,22.80%,20.40%,Hispanic or Latino Origin
New Jersey,2017,23.20%,26.30%,Hispanic or Latino Origin
New Jersey,2016,29.60%,28.70%,Hispanic or Latino Origin
New Jersey,2015,19.90%,31.90%,Hispanic or Latino Origin
New Mexico,2022,20.70%,25.50%,Hispanic or Latino Origin
New Mexico,2021,19.90%,25.70%,Hispanic or Latino Origin
New Mexico,2020,18.10%,23.00%,Hispanic or Latino Origin
New Mexico,2019,18.30%,23.80%,Hispanic or Latino Origin
New Mexico,2018,19.10%,22.60%,Hispanic or Latino Origin
New Mexico,2017,17.60%,21.60%,Hispanic or Latino Origin
New Mexico,2016,14.90%,19.70%,Hispanic or Latino Origin
New Mexico,2015,15.60%,20.10%,Hispanic or Latino Origin
New York,2022,15.80%,23.00%,Hispanic or Latino Origin
New York,2021,17.10%,21.80%,Hispanic or Latino Origin
New York,2020,15.90%,18.70%,Hispanic or Latino Origin
New York,2019,14.70%,18.20%,Hispanic or Latino Origin
New York,2018,14.10%,17.40%,Hispanic or Latino Origin
New York,2017,14.70%,17.30%,Hispanic or Latino Origin
New York,2016,14.30%,16.50%,Hispanic or Latino Origin
New York,2015,12.30%,16.30%,Hispanic or Latino Origin
North Carolina,2022,20.60%,26.00%,Hispanic or Latino Origin
North Carolina,2021,20.80%,25.70%,Hispanic or Latino Origin
North Carolina,2020,18.30%,22.60%,Hispanic or Latino Origin
North Carolina,2019,19.20%,22.80%,Hispanic or Latino Origin
North Carolina,2018,17.90%,22.00%,Hispanic or Latino Origin
North Carolina,2017,16.10%,20.70%,Hispanic or Latino Origin
North Carolina,2016,16.30%,19.80%,Hispanic or Latino Origin
North Carolina,2015,15.70%,19.40%,Hispanic or Latino Origin
North Dakota,2022,17.30%,22.60%,Hispanic or Latino Origin
North Dakota,2021,15.90%,20.70%,Hispanic or Latino Origin
North Dakota,2020,14.40%,19.20%,Hispanic or Latino Origin
North Dakota,2019,14.50%,19.60%,Hispanic or Latino Origin
North Dakota,2018,14.40%,17.20%,Hispanic or Latino Origin
North Dakota,2017,13.20%,17.00%,Hispanic or Latino Origin
North Dakota,2016,13.30%,16.40%,Hispanic or Latino Origin
North Dakota,2015,11.80%,15.30%,Hispanic or Latino Origin
Ohio,2022,13.70%,20.60%,Hispanic or Latino Origin
Ohio,2021,25.20%,14.40%,Hispanic or Latino Origin
Ohio,2020,15.90%,15.40%,Hispanic or Latino Origin
Ohio,2019,15.80%,18.80%,Hispanic or Latino Origin
Ohio,2018,20.50%,13.70%,Hispanic or Latino Origin
Ohio,2017,7.00%,19.50%,Hispanic or Latino Origin
Ohio,2016,17.60%,11.80%,Hispanic or Latino Origin
Ohio,2015,14.10%,36.30%,Hispanic or Latino Origin
Oklahoma,2022,22.70%,25.20%,Hispanic or Latino Origin
Oklahoma,2021,20.50%,26.10%,Hispanic or Latino Origin
Oklahoma,2020,18.80%,23.40%,Hispanic or Latino Origin
Oklahoma,2019,17.40%,23.20%,Hispanic or Latino Origin
Oklahoma,2018,17.20%,21.20%,Hispanic or Latino Origin
Oklahoma,2017,15.60%,21.40%,Hispanic or Latino Origin
Oklahoma,2016,17.10%,22.30%,Hispanic or Latino Origin
Oklahoma,2015,15.70%,18.60%,Hispanic or Latino Origin
Oregon,2022,12.10%,15.40%,Hispanic or Latino Origin
Oregon,2021,14.30%,14.60%,Hispanic or Latino Origin
Oregon,2020,10.60%,13.50%,Hispanic or Latino Origin
Oregon,2019,11.50%,12.60%,Hispanic or Latino Origin
Oregon,2018,10.70%,12.90%,Hispanic or Latino Origin
Oregon,2017,9.50%,14.20%,Hispanic or Latino Origin
Oregon,2016,10.80%,12.20%,Hispanic or Latino Origin
Oregon,2015,10.70%,12.60%,Hispanic or Latino Origin
Pennsylvania,2022,16.50%,21.40%,Hispanic or Latino Origin
Pennsylvania,2021,16.50%,23.70%,Hispanic or Latino Origin
Pennsylvania,2020,14.60%,19.10%,Hispanic or Latino Origin
Pennsylvania,2019,13.60%,18.60%,Hispanic or Latino Origin
Pennsylvania,2018,14.00%,18.10%,Hispanic or Latino Origin
Pennsylvania,2017,14.20%,19.10%,Hispanic or Latino Origin
Pennsylvania,2016,12.20%,15.60%,Hispanic or Latino Origin
Pennsylvania,2015,14.70%,15.90%,Hispanic or Latino Origin
Rhode Island,2022,17.70%,24.00%,Hispanic or Latino Origin
Rhode Island,2021,18.50%,21.60%,Hispanic or Latino Origin
Rhode Island,2020,16.30%,20.10%,Hispanic or Latino Origin
Rhode Island,2019,15.00%,18.00%,Hispanic or Latino Origin
Rhode Island,2018,16.20%,19.30%,Hispanic or Latino Origin
Rhode Island,2017,13.70%,18.50%,Hispanic or Latino Origin
Rhode Island,2016,13.60%,17.40%,Hispanic or Latino Origin
Rhode Island,2015,12.60%,17.70%,Hispanic or Latino Origin
South Carolina,2022,20.30%,15.20%,Hispanic or Latino Origin
South Carolina,2021,13.10%,18.20%,Hispanic or Latino Origin
South Carolina,2020,14.40%,17.40%,Hispanic or Latino Origin
South Carolina,2019,14.00%,14.70%,Hispanic or Latino Origin
South Carolina,2018,14.90%,17.00%,Hispanic or Latino Origin
South Carolina,2017,12.80%,13.70%,Hispanic or Latino Origin
South Carolina,2016,13.20%,13.20%,Hispanic or Latino Origin
South Carolina,2015,12.90%,14.70%,Hispanic or Latino Origin
South Dakota,2022,19.60%,23.00%,Hispanic or Latino Origin
South Dakota,2021,18.90%,22.90%,Hispanic or Latino Origin
South Dakota,2020,15.50%,21.30%,Hispanic or Latino Origin
South Dakota,2019,15.70%,20.60%,Hispanic or Latino Origin
South Dakota,2018,14.70%,20.00%,Hispanic or Latino Origin
South Dakota,2017,12.70%,19.00%,Hispanic or Latino Origin
South Dakota,2016,11.60%,17.20%,Hispanic or Latino Origin
South Dakota,2015,12.00%,19.10%,Hispanic or Latino Origin
Tennessee,2022,16.70%,21.30%,Hispanic or Latino Origin
Tennessee,2021,15.80%,27.80%,Hispanic or Latino Origin
Tennessee,2020,16.10%,19.50%,Hispanic or Latino Origin
Tennessee,2019,27.80%,23.30%,Hispanic or Latino Origin
Tennessee,2018,16.80%,11.80%,Hispanic or Latino Origin
Tennessee,2017,15.60%,21.00%,Hispanic or Latino Origin
Tennessee,2016,17.00%,16.80%,Hispanic or Latino Origin
Tennessee,2015,19.40%,18.00%,Hispanic or Latino Origin
Texas,2022,18.10%,26.40%,Hispanic or Latino Origin
Texas,2021,18.00%,22.40%,Hispanic or Latino Origin
Texas,2020,14.70%,18.60%,Hispanic or Latino Origin
Texas,2019,16.60%,20.60%,Hispanic or Latino Origin
Texas,2018,16.30%,19.40%,Hispanic or Latino Origin
Texas,2017,13.20%,17.70%,Hispanic or Latino Origin
Texas,2016,13.50%,16.40%,Hispanic or Latino Origin
Texas,2015,12.20%,14.30%,Hispanic or Latino Origin
Utah,2022,17.40%,20.90%,Hispanic or Latino Origin
Utah,2021,16.20%,19.90%,Hispanic or Latino Origin
Utah,2020,14.50%,17.50%,Hispanic or Latino Origin
Utah,2019,14.80%,17.40%,Hispanic or Latino Origin
Utah,2018,13.70%,16.70%,Hispanic or Latino Origin
Utah,2017,13.10%,15.80%,Hispanic or Latino Origin
Utah,2016,13.10%,15.30%,Hispanic or Latino Origin
Utah,2015,12.00%,14.40%,Hispanic or Latino Origin
Vermont,2022,17.70%,20.60%,Hispanic or Latino Origin
Vermont,2021,18.80%,20.20%,Hispanic or Latino Origin
Vermont,2020,15.80%,17.00%,Hispanic or Latino Origin
Vermont,2019,15.50%,15.80%,Hispanic or Latino Origin
Vermont,2018,14.10%,18.60%,Hispanic or Latino Origin
Vermont,2017,14.10%,14.60%,Hispanic or Latino Origin
Vermont,2016,12.20%,14.00%,Hispanic or Latino Origin
Vermont,2015,12.30%,10.60%,Hispanic or Latino Origin
Virginia,2022,42.90%,55.70%,Hispanic or Latino Origin
Virginia,2021,53.20%,62.90%,Hispanic or Latino Origin
Virginia,2020,38.70%,46.50%,Hispanic or Latino Origin
Virginia,2019,31.50%,33.90%,Hispanic or Latino Origin
Virginia,2018,22.40%,56.30%,Hispanic or Latino Origin
Virginia,2017,41.60%,49.60%,Hispanic or Latino Origin
Virginia,2016,40.20%,31.90%,Hispanic or Latino Origin
Virginia,2015,32.70%,39.80%,Hispanic or Latino Origin
Washington,2022,29.50%,31.70%,Hispanic or Latino Origin
Washington,2021,28.20%,30.20%,Hispanic or Latino Origin
Washington,2020,24.20%,29.10%,Hispanic or Latino Origin
Washington,2019,24.40%,28.20%,Hispanic or Latino Origin
Washington,2018,23.60%,26.30%,Hispanic or Latino Origin
Washington,2017,23.60%,26.20%,Hispanic or Latino Origin
Washington,2016,20.90%,26.50%,Hispanic or Latino Origin
Washington,2015,21.30%,24.90%,Hispanic or Latino Origin
West Virginia,2022,18.20%,21.40%,Hispanic or Latino Origin
West Virginia,2021,17.20%,23.30%,Hispanic or Latino Origin
West Virginia,2020,16.20%,20.00%,Hispanic or Latino Origin
West Virginia,2019,16.10%,19.70%,Hispanic or Latino Origin
West Virginia,2018,15.00%,17.70%,Hispanic or Latino Origin
West Virginia,2017,15.20%,16.90%,Hispanic or Latino Origin
